,X,Y,KMean2,KMean3,KMean4,KMean5,KMean6
398212,-122.415921585,37.7596123169,1,1,0,1,2
398290,-122.420402464,37.7891643768,0,0,1,0,0
398413,-122.416075285,37.7844496613,0,0,1,0,0
398536,-122.416261837,37.7853750846,0,0,1,0,0
398635,-122.415000537,37.7620990021,1,1,0,1,2
398785,-122.41664237,37.7872450378,0,0,1,0,0
398793,-122.416235852,37.7849125738,0,0,1,0,0
398838,-122.418274172,37.7870372043,0,0,1,0,0
399001,-122.416261837,37.7853750846,0,0,1,0,0
399115,-122.416075285,37.7844496613,0,0,1,0,0
399225,-122.420307356,37.7886989511,0,0,1,0,0
399315,-122.416261837,37.7853750846,0,0,1,0,0
399374,-122.417903978,37.7851670875,0,0,1,0,0
399381,-122.418467748,37.787965257,0,0,1,0,0
399644,-122.414845139,37.7605000726,1,1,0,1,2
399664,-122.415000537,37.7620990021,1,1,0,1,2
399687,-122.41739283,37.7909741244,0,0,1,0,0
399749,-122.417970955,37.7594884557,1,1,0,1,2
399807,-122.418467748,37.787965257,0,0,1,0,0
399860,-122.416078424,37.7620347867,1,1,0,1,2
399896,-122.415000537,37.7620990021,1,1,0,1,2
400151,-122.418274172,37.7870372044,0,0,1,0,0
400153,-122.417964484,37.7586968166,1,1,0,1,2
400307,-122.418486297,37.7634954373,1,1,0,1,2
400542,-122.422516967,37.7912889898,0,0,1,0,0
400651,-122.418467748,37.787965257,0,0,1,0,0
400755,-122.417964484,37.7586968166,1,1,0,1,2
401070,-122.417019321,37.7891095539,0,0,1,0,0
401181,-122.416230393,37.7636337703,1,1,0,1,2
401247,-122.41638971,37.7652491154,1,1,0,1,2
401290,-122.418467748,37.787965257,0,0,1,0,0
401301,-122.41592985,37.7604330004,1,1,0,1,2
401380,-122.418368839,37.7874861572,0,0,1,0,0
401429,-122.41592985,37.7604330004,1,1,0,1,2
401481,-122.41739283,37.7909741244,0,0,1,0,0
401506,-122.418658295,37.7889098399,0,0,1,0,0
401521,-122.418467748,37.787965257,0,0,1,0,0
401661,-122.420691681,37.7905770711,0,0,1,0,0
401810,-122.418274172,37.7870372044,0,0,1,0,0
401867,-122.416075285,37.7844496613,0,0,1,0,0
401959,-122.419225511,37.7917052018,0,0,1,0,0
401962,-122.420874632,37.7914943052,0,0,1,0,0
401986,-122.41592985,37.7604330004,1,1,0,1,2
402010,-122.418368839,37.7874861572,0,0,1,0,0
402017,-122.416236885,37.7644311472,1,1,0,1,2
402280,-122.417817853,37.7578884408,1,1,0,1,2
402291,-122.414845139,37.7605000726,1,1,0,1,2
402293,-122.415000537,37.7620990021,1,1,0,1,2
402314,-122.416261837,37.7853750846,0,0,1,0,0
402493,-122.415155941,37.7636979309,1,1,0,1,2
402540,-122.416075285,37.7844496613,0,0,1,0,0
402572,-122.408431241,37.7637579271,1,1,0,1,2
402685,-122.417332583,37.7635718956,1,1,0,1,2
402826,-122.418486297,37.7634954373,1,1,0,1,2
402903,-122.416075285,37.7844496613,0,0,1,0,0
403008,-122.419295456,37.787805224,0,0,1,0,0
403036,-122.4199083,37.7870766696,0,0,1,0,0
403075,-122.417970955,37.7594884557,1,1,0,1,2
403087,-122.414845139,37.7605000726,1,1,0,1,2
403463,-122.415348514,37.7650058494,1,1,0,1,2
403469,-122.416078424,37.7620347867,1,1,0,1,2
403501,-122.416075285,37.7844496613,0,0,1,0,0
403504,-122.41664237,37.7872450378,0,0,1,0,0
403513,-122.417180449,37.7619674218,1,1,0,1,2
403733,-122.416230393,37.7636337703,1,1,0,1,2
403736,-122.414845139,37.7605000726,1,1,0,1,2
403778,-122.416230393,37.7636337703,1,1,0,1,2
403909,-122.417903978,37.7851670875,0,0,1,0,0
403989,-122.411778296,37.7839805593,0,0,1,3,3
404081,-122.418368839,37.7874861572,0,0,1,0,0
404346,-122.416261837,37.7853750846,0,0,1,0,0
404479,-122.417368207,37.7905094152,0,0,1,0,0
404545,-122.418467748,37.787965257,0,0,1,0,0
404788,-122.41592985,37.7604330004,1,1,0,1,2
404799,-122.418274172,37.7870372044,0,0,1,0,0
404835,-122.416230393,37.7636337703,1,1,0,1,2
404901,-122.419039119,37.7907880214,0,0,1,0,0
404930,-122.416261837,37.7853750846,0,0,1,0,0
405113,-122.426173332,37.7884843739,0,0,1,0,0
405174,-122.418120086,37.760301234,1,1,0,1,2
405384,-122.418368839,37.7874861572,0,0,1,0,0
405740,-122.420120319,37.7877570602,0,0,1,0,0
405843,-122.418274172,37.7870372044,0,0,1,0,0
405859,-122.418368839,37.7874861572,0,0,1,0,0
406104,-122.435769968,37.7942140504,0,0,1,0,0
406151,-122.41592985,37.7604330004,1,1,0,1,2
406174,-122.418368839,37.7874861572,0,0,1,0,0
406261,-122.416075285,37.7844496613,0,0,1,0,0
406300,-122.417710345,37.7842362878,0,0,1,0,0
406606,-122.416230393,37.7636337703,1,1,0,1,2
406733,-122.420874632,37.7914943052,0,0,1,0,0
406894,-122.416075285,37.7844496613,0,0,1,0,0
406972,-122.418486297,37.7634954373,1,1,0,1,2
407015,-122.478384587,37.7429865001,1,2,3,2,4
407105,-122.413591696,37.7638222259,1,1,0,1,2
407170,-122.420874632,37.7914943052,0,0,1,0,0
407203,-122.418486297,37.7634954373,1,1,0,1,2
407216,-122.416720982,37.7571677817,1,1,0,1,2
407529,-122.41638971,37.7652491154,1,1,0,1,2
407739,-122.403404791,37.7754207067,0,0,1,3,3
407946,-122.416230393,37.7636337703,1,1,0,1,2
407997,-122.416261837,37.7853750846,0,0,1,0,0
408180,-122.420307356,37.7886989512,0,0,1,0,0
408284,-122.41924515,37.7921657914,0,0,1,0,0
408307,-122.416075285,37.7844496613,0,0,1,0,0
408354,-122.417028392,37.7603656932,1,1,0,1,2
408511,-122.416261837,37.7853750846,0,0,1,0,0
408569,-122.416075285,37.7844496613,0,0,1,0,0
408573,-122.419039119,37.7907880214,0,0,1,0,0
408588,-122.418274172,37.7870372043,0,0,1,0,0
408654,-122.413591696,37.7638222259,1,1,0,1,2
408795,-122.415921585,37.7596123169,1,1,0,1,2
408862,-122.418274172,37.7870372044,0,0,1,0,0
408892,-122.420307356,37.7886989511,0,0,1,0,0
408932,-122.41664237,37.7872450378,0,0,1,0,0
409105,-122.416075285,37.7844496613,0,0,1,0,0
409129,-122.416230393,37.7636337703,1,1,0,1,2
409167,-122.416075285,37.7844496613,0,0,1,0,0
409264,-122.418467748,37.787965257,0,0,1,0,0
409342,-122.418467748,37.787965257,0,0,1,0,0
409378,-122.416075285,37.7844496613,0,0,1,0,0
409427,-122.41638971,37.7652491154,1,1,0,1,2
409432,-122.420874632,37.7914943052,0,0,1,0,0
409457,-122.41592985,37.7604330004,1,1,0,1,2
409646,-122.418368839,37.7874861572,0,0,1,0,0
410067,-122.420691681,37.7905770711,0,0,1,0,0
410077,-122.416261837,37.7853750846,0,0,1,0,0
410146,-122.416078424,37.7620347867,1,1,0,1,2
410183,-122.416230393,37.7636337703,1,1,0,1,2
410206,-122.421056878,37.7923840814,0,0,1,0,0
410218,-122.418415888,37.7626869632,1,1,0,1,2
410364,-122.419039119,37.7907880214,0,0,1,0,0
410517,-122.413591696,37.7638222259,1,1,0,1,2
410656,-122.417812559,37.7571005796,1,1,0,1,2
410825,-122.41592985,37.7604330004,1,1,0,1,2
410938,-122.41854994,37.7642837095,1,1,0,1,2
410985,-122.415229421,37.7588083436,1,1,0,1,2
411021,-122.418467748,37.787965257,0,0,1,0,0
411039,-122.416230393,37.7636337703,1,1,0,1,2
411183,-122.422330464,37.7903690689,0,0,1,0,0
411520,-122.418274172,37.7870372043,0,0,1,0,0
411566,-122.392491355,37.727247625,1,1,0,1,5
411688,-122.418274172,37.7870372044,0,0,1,0,0
411922,-122.416075285,37.7844496613,0,0,1,0,0
412208,-122.418658295,37.7889098399,0,0,1,0,0
412334,-122.418120086,37.760301234,1,1,0,1,2
412404,-122.415155941,37.7636979309,1,1,0,1,2
412421,-122.413591696,37.7638222259,1,1,0,1,2
412427,-122.416230393,37.7636337703,1,1,0,1,2
412502,-122.416230393,37.7636337703,1,1,0,1,2
412511,-122.423340547,37.7962454397,0,0,1,0,0
412629,-122.419739838,37.7858926099,0,0,1,0,0
412683,-122.416075285,37.7844496613,0,0,1,0,0
412932,-122.418486297,37.7634954373,1,1,0,1,2
412956,-122.416075285,37.7844496613,0,0,1,0,0
413059,-122.41592985,37.7604330004,1,1,0,1,2
413169,-122.416220196,37.762815158,1,1,0,1,2
413283,-122.416075285,37.7844496613,0,0,1,0,0
413330,-122.417903978,37.7851670876,0,0,1,0,0
413346,-122.416261837,37.7853750846,0,0,1,0,0
413603,-122.432492301,37.7818891294,0,0,1,0,0
413755,-122.417964484,37.7586968166,1,1,0,1,2
413864,-122.416235852,37.7849125738,0,0,1,0,0
414047,-122.405065483,37.7980134745,0,0,1,3,3
414098,-122.417710345,37.7842362878,0,0,1,0,0
414178,-122.45228966,37.7256933576,1,2,2,4,1
414202,-122.420691681,37.7905770711,0,0,1,0,0
414379,-122.396920776,37.7857918163,0,0,1,3,3
414388,-122.416230393,37.7636337703,1,1,0,1,2
414526,-122.416075285,37.7844496613,0,0,1,0,0
414602,-122.418274172,37.7870372043,0,0,1,0,0
414642,-122.415000537,37.7620990021,1,1,0,1,2
414650,-122.423340547,37.7962454397,0,0,1,0,0
414747,-122.414845139,37.7605000726,1,1,0,1,2
414756,-122.422695629,37.7921733285,0,0,1,0,0
415257,-122.420874632,37.7914943052,0,0,1,0,0
415302,-122.478618706,37.7531929151,1,2,3,2,4
415368,-122.418467748,37.787965257,0,0,1,0,0
415398,-122.416078424,37.7620347867,1,1,0,1,2
415436,-122.413223677,37.7606516284,1,1,0,1,2
415462,-122.418486297,37.7634954373,1,1,0,1,2
415672,-122.421231782,37.7932574954,0,0,1,0,0
415843,-122.41592985,37.7604330004,1,1,0,1,2
415905,-122.41638971,37.7652491154,1,1,0,1,2
415926,-122.420497289,37.7896188193,0,0,1,0,0
416010,-122.420402464,37.7891643768,0,0,1,0,0
416140,-122.420691681,37.7905770711,0,0,1,0,0
416181,-122.417332583,37.7635718956,1,1,0,1,2
416218,-122.403404791,37.7754207067,0,0,1,3,3
416255,-122.419834939,37.7863580363,0,0,1,0,0
416323,-122.416452066,37.7863086886,0,0,1,0,0
416508,-122.413591696,37.7638222259,1,1,0,1,2
416519,-122.417964484,37.7586968166,1,1,0,1,2
416552,-122.416261837,37.7853750846,0,0,1,0,0
416639,-122.498974694,37.7607866652,1,2,3,2,4
416748,-122.420691681,37.7905770711,0,0,1,0,0
417135,-122.423598601,37.788279963,0,0,1,0,0
417217,-122.423001696,37.7649050762,1,1,0,1,2
417263,-122.417028392,37.7603656932,1,1,0,1,2
417307,-122.413107623,37.765448018,1,1,0,1,2
417316,-122.414845139,37.7605000726,1,1,0,1,2
417410,-122.416075285,37.7844496613,0,0,1,0,0
417661,-122.418415888,37.7626869632,1,1,0,1,2
417730,-122.418486297,37.7634954373,1,1,0,1,2
417903,-122.415000537,37.7620990021,1,1,0,1,2
417937,-122.417802963,37.7562822237,1,1,0,1,2
417946,-122.406698577,37.7829835081,0,0,1,3,3
418323,-122.41592985,37.7604330004,1,1,0,1,2
418362,-122.41592985,37.7604330004,1,1,0,1,2
418396,-122.418658295,37.7889098399,0,0,1,0,0
418424,-122.41638971,37.7652491154,1,1,0,1,2
418499,-122.41638971,37.7652491154,1,1,0,1,2
418522,-122.411643005,37.7908072519,0,0,1,0,0
418875,-122.416452066,37.7863086886,0,0,1,0,0
418877,-122.418467748,37.787965257,0,0,1,0,0
418921,-122.418368839,37.7874861572,0,0,1,0,0
419021,-122.419104425,37.7868764842,0,0,1,0,0
419053,-122.418844748,37.789829767,0,0,1,0,0
419408,-122.418368839,37.7874861572,0,0,1,0,0
419489,-122.416261837,37.7853750846,0,0,1,0,0
419832,-122.416872884,37.7587640201,1,1,0,1,2
419941,-122.386452097,37.7111618712,1,1,0,1,5
419971,-122.415675315,37.7854477947,0,0,1,0,0
419979,-122.41592985,37.7604330004,1,1,0,1,2
420162,-122.417332583,37.7635718956,1,1,0,1,2
420445,-122.416230393,37.7636337703,1,1,0,1,2
420451,-122.408293238,37.7637660004,1,1,0,1,2
420788,-122.414845139,37.7605000726,1,1,0,1,2
421094,-122.41638971,37.7652491154,1,1,0,1,2
421096,-122.417019321,37.7891095539,0,0,1,0,0
421226,-122.415560469,37.7902540014,0,0,1,0,0
421375,-122.418274172,37.7870372044,0,0,1,0,0
421482,-122.415308389,37.7653161356,1,1,0,1,2
421530,-122.41638971,37.7652491154,1,1,0,1,2
421714,-122.420497289,37.7896188192,0,0,1,0,0
421747,-122.418274172,37.7870372044,0,0,1,0,0
421765,-122.41592985,37.7604330004,1,1,0,1,2
421796,-122.418415888,37.7626869632,1,1,0,1,2
421886,-122.419039119,37.7907880214,0,0,1,0,0
421956,-122.416230393,37.7636337703,1,1,0,1,2
422098,-122.416078424,37.7620347867,1,1,0,1,2
422179,-122.418368839,37.7874861572,0,0,1,0,0
422213,-122.418891811,37.7562166627,1,1,0,1,2
422298,-122.416261837,37.7853750846,0,0,1,0,0
422534,-122.415308389,37.7653161356,1,1,0,1,2
422625,-122.416075285,37.7844496613,0,0,1,0,0
422662,-122.416261837,37.7853750846,0,0,1,0,0
422752,-122.418904205,37.7570361132,1,1,0,1,2
422859,-122.414845139,37.7605000726,1,1,0,1,2
423082,-122.416230393,37.7636337703,1,1,0,1,2
423160,-122.413591696,37.7638222259,1,1,0,1,2
423330,-122.417273345,37.7861493948,0,0,1,0,0
423432,-122.411572788,37.7597252282,1,1,0,1,2
423512,-122.418467748,37.787965257,0,0,1,0,0
423619,-122.415000537,37.7620990021,1,1,0,1,2
423654,-122.41664237,37.7872450378,0,0,1,0,0
423729,-122.415921585,37.7596123169,1,1,0,1,2
423936,-122.418120086,37.760301234,1,1,0,1,2
424030,-122.415155941,37.7636979309,1,1,0,1,2
424056,-122.420691681,37.7905770711,0,0,1,0,0
424094,-122.414845139,37.7605000726,1,1,0,1,2
424144,-122.419515708,37.7634292328,1,1,0,1,2
424257,-122.416261837,37.7853750846,0,0,1,0,0
424344,-122.41592985,37.7604330004,1,1,0,1,2
424360,-122.416075285,37.7844496613,0,0,1,0,0
424550,-122.415754657,37.7912067697,0,0,1,0,0
424730,-122.421099707,37.763281565,1,1,0,1,2
424879,-122.418368839,37.7874861572,0,0,1,0,0
425146,-122.417488324,37.765181804,1,1,0,1,2
425324,-122.419039119,37.7907880214,0,0,1,0,0
425362,-122.420874632,37.7914943052,0,0,1,0,0
425447,-122.40672533,37.7585641692,1,1,0,1,2
425486,-122.416078424,37.7620347867,1,1,0,1,2
425516,-122.416863556,37.7579459515,1,1,0,1,2
425564,-122.418415888,37.7626869632,1,1,0,1,2
425639,-122.416230393,37.7636337703,1,1,0,1,2
426158,-122.418274172,37.7870372044,0,0,1,0,0
426606,-122.415000537,37.7620990021,1,1,0,1,2
426788,-122.416374836,37.7644225166,1,1,0,1,2
426843,-122.415921585,37.7596123169,1,1,0,1,2
427057,-122.416075285,37.7844496613,0,0,1,0,0
427068,-122.418658295,37.7889098399,0,0,1,0,0
427167,-122.417964484,37.7586968166,1,1,0,1,2
427407,-122.417903978,37.7851670875,0,0,1,0,0
427412,-122.418844748,37.789829767,0,0,1,0,0
427525,-122.416230393,37.7636337703,1,1,0,1,2
427543,-122.41592985,37.7604330004,1,1,0,1,2
427623,-122.415000537,37.7620990021,1,1,0,1,2
427676,-122.418658295,37.7889098399,0,0,1,0,0
427877,-122.420094921,37.7879983894,0,0,1,0,0
427951,-122.418467748,37.787965257,0,0,1,0,0
428095,-122.41739283,37.7909741243,0,0,1,0,0
428252,-122.405065483,37.7980134745,0,0,1,3,3
428616,-122.414845139,37.7605000726,1,1,0,1,2
428655,-122.418658295,37.7889098399,0,0,1,0,0
428758,-122.416916142,37.7843944492,0,0,1,0,0
428868,-122.418467748,37.787965257,0,0,1,0,0
429054,-122.418486297,37.7634954373,1,1,0,1,2
429145,-122.418274172,37.7870372044,0,0,1,0,0
429240,-122.405221227,37.7620542127,1,1,0,1,2
429469,-122.418368839,37.7874861572,0,0,1,0,0
429530,-122.416230393,37.7636337703,1,1,0,1,2
429570,-122.422330464,37.7903690689,0,0,1,0,0
429585,-122.41592985,37.7604330004,1,1,0,1,2
429602,-122.415932937,37.761222333,1,1,0,1,2
429616,-122.420874632,37.7914943052,0,0,1,0,0
429627,-122.416075285,37.7844496613,0,0,1,0,0
429829,-122.414845139,37.7605000726,1,1,0,1,2
430135,-122.420120319,37.7877570602,0,0,1,0,0
430150,-122.422516967,37.7912889898,0,0,1,0,0
430201,-122.416472035,37.7603453746,1,1,0,1,2
430336,-122.41664237,37.7872450378,0,0,1,0,0
430365,-122.418274172,37.7870372044,0,0,1,0,0
430394,-122.420874632,37.7914943052,0,0,1,0,0
430515,-122.416261837,37.7853750846,0,0,1,0,0
430960,-122.415155941,37.7636979309,1,1,0,1,2
430997,-122.415770264,37.7580118295,1,1,0,1,2
431093,-122.418467748,37.787965257,0,0,1,0,0
431155,-122.419930112,37.7868262082,0,0,1,0,0
431216,-122.418467748,37.787965257,0,0,1,0,0
431527,-122.419672955,37.7896689412,0,0,1,0,0
431582,-122.416230393,37.7636337703,1,1,0,1,2
431618,-122.409529913,37.7657184395,1,1,0,1,2
431678,-122.419039119,37.7907880214,0,0,1,0,0
431817,-122.415617252,37.756413769,1,1,0,1,2
432006,-122.416230393,37.7636337703,1,1,0,1,2
432456,-122.416230393,37.7636337703,1,1,0,1,2
432463,-122.416082198,37.7628232674,1,1,0,1,2
432508,-122.418467748,37.787965257,0,0,1,0,0
432532,-122.41592985,37.7604330004,1,1,0,1,2
432534,-122.40666974,37.7978641744,0,0,1,3,3
432541,-122.416863556,37.7579459515,1,1,0,1,2
432658,-122.418090767,37.7861007452,0,0,1,0,0
432683,-122.417710345,37.7842362878,0,0,1,0,0
432975,-122.419515708,37.7634292328,1,1,0,1,2
433042,-122.415000537,37.7620990021,1,1,0,1,2
433266,-122.416230393,37.7636337703,1,1,0,1,2
433274,-122.413591696,37.7638222259,1,1,0,1,2
433326,-122.424822198,37.7901084152,0,0,1,0,0
433404,-122.407163047,37.7797376339,0,0,1,3,3
433513,-122.420691681,37.7905770711,0,0,1,0,0
433803,-122.418486297,37.7634954373,1,1,0,1,2
433934,-122.41592985,37.7604330004,1,1,0,1,2
434018,-122.417019321,37.7891095539,0,0,1,0,0
434027,-122.414845139,37.7605000726,1,1,0,1,2
434129,-122.417841551,37.7889536872,0,0,1,0,0
434190,-122.416230393,37.7636337703,1,1,0,1,2
434286,-122.473030392,37.7432215533,1,2,3,2,4
434409,-122.41638971,37.7652491154,1,1,0,1,2
434706,-122.416075285,37.7844496613,0,0,1,0,0
434713,-122.41638971,37.7652491154,1,1,0,1,2
434787,-122.418486297,37.7634954373,1,1,0,1,2
434860,-122.416075285,37.7844496613,0,0,1,0,0
434913,-122.41592985,37.7604330004,1,1,0,1,2
435003,-122.418467748,37.787965257,0,0,1,0,0
435145,-122.418486297,37.7634954373,1,1,0,1,2
435334,-122.420120319,37.7877570602,0,0,1,0,0
435341,-122.416230393,37.7636337703,1,1,0,1,2
435570,-122.420691681,37.7905770711,0,0,1,0,0
435956,-122.417710345,37.7842362878,0,0,1,0,0
436268,-122.41592985,37.7604330004,1,1,0,1,2
436567,-122.418368839,37.7874861572,0,0,1,0,0
436682,-122.418215695,37.7554138872,1,1,0,1,2
436822,-122.413591696,37.7638222259,1,1,0,1,2
436994,-122.422188261,37.7726948237,1,1,0,1,2
437117,-122.415390565,37.7605208374,1,1,0,1,2
437168,-122.421762502,37.7875490095,0,0,1,0,0
437169,-122.415308389,37.7653161356,1,1,0,1,2
437260,-122.415000537,37.7620990021,1,1,0,1,2
437363,-122.417180449,37.7619674218,1,1,0,1,2
437400,-122.416075285,37.7844496613,0,0,1,0,0
437458,-122.41592985,37.7604330004,1,1,0,1,2
437590,-122.416230393,37.7636337703,1,1,0,1,2
437614,-122.414693065,37.7588955948,1,1,0,1,2
437738,-122.412041634,37.7622714633,1,1,0,1,2
437922,-122.420307356,37.7886989511,0,0,1,0,0
437966,-122.416075285,37.7844496613,0,0,1,0,0
437997,-122.418120086,37.760301234,1,1,0,1,2
438054,-122.417710345,37.7842362878,0,0,1,0,0
438102,-122.41592985,37.7604330004,1,1,0,1,2
438160,-122.413591696,37.7638222259,1,1,0,1,2
438173,-122.423340547,37.7962454397,0,0,1,0,0
438372,-122.416075285,37.7844496613,0,0,1,0,0
438566,-122.41592985,37.7604330004,1,1,0,1,2
438668,-122.41592985,37.7604330004,1,1,0,1,2
438779,-122.41638971,37.7652491154,1,1,0,1,2
438878,-122.416075285,37.7844496613,0,0,1,0,0
438881,-122.416230393,37.7636337703,1,1,0,1,2
438948,-122.41592985,37.7604330004,1,1,0,1,2
439235,-122.418274172,37.7870372044,0,0,1,0,0
439328,-122.409872123,37.7598218933,1,1,0,1,2
439386,-122.41638971,37.7652491154,1,1,0,1,2
439537,-122.41592985,37.7604330004,1,1,0,1,2
439542,-122.419317324,37.7879136979,0,0,1,0,0
439553,-122.418492482,37.7964253274,0,0,1,0,0
439923,-122.418467748,37.787965257,0,0,1,0,0
439950,-122.413591696,37.7638222259,1,1,0,1,2
440016,-122.418090767,37.7861007452,0,0,1,0,0
440087,-122.416230393,37.7636337703,1,1,0,1,2
440105,-122.41638971,37.7652491154,1,1,0,1,2
440163,-122.416078424,37.7620347867,1,1,0,1,2
440243,-122.418486297,37.7634954373,1,1,0,1,2
440411,-122.415000537,37.7620990021,1,1,0,1,2
440585,-122.416535463,37.7660406108,1,1,0,1,2
440704,-122.415783593,37.759620426,1,1,0,1,2
440743,-122.416075285,37.7844496613,0,0,1,0,0
440839,-122.417903978,37.7851670875,0,0,1,0,0
440866,-122.419039119,37.7907880214,0,0,1,0,0
441086,-122.416075285,37.7844496613,0,0,1,0,0
441204,-122.423340547,37.7962454397,0,0,1,0,0
441265,-122.422396424,37.7864543796,0,0,1,0,0
441482,-122.416075285,37.7844496613,0,0,1,0,0
441523,-122.416075285,37.7844496613,0,0,1,0,0
441557,-122.428652387,37.792373233,0,0,1,0,0
441710,-122.434558975,37.7924709856,0,0,1,0,0
441748,-122.418486297,37.7634954373,1,1,0,1,2
441789,-122.416230393,37.7636337703,1,1,0,1,2
441809,-122.418658295,37.7889098399,0,0,1,0,0
441833,-122.418368839,37.7874861572,0,0,1,0,0
441925,-122.41592985,37.7604330004,1,1,0,1,2
442149,-122.416230393,37.7636337703,1,1,0,1,2
442215,-122.420120319,37.7877570602,0,0,1,0,0
442227,-122.420691681,37.7905770711,0,0,1,0,0
442389,-122.41739283,37.7909741244,0,0,1,0,0
442437,-122.416075285,37.7844496613,0,0,1,0,0
442450,-122.416230393,37.7636337703,1,1,0,1,2
442614,-122.416230393,37.7636337703,1,1,0,1,2
442742,-122.420497289,37.7896188192,0,0,1,0,0
442831,-122.418368839,37.7874861572,0,0,1,0,0
442857,-122.418467748,37.787965257,0,0,1,0,0
442889,-122.41638971,37.7652491154,1,1,0,1,2
442942,-122.488392866,37.7546337418,1,2,3,2,4
443037,-122.426246093,37.7888345696,0,0,1,0,0
443165,-122.415543548,37.7621213524,1,1,0,1,2
443250,-122.419950058,37.7865904778,0,0,1,0,0
443373,-122.417332583,37.7635718956,1,1,0,1,2
443462,-122.415770264,37.7580118295,1,1,0,1,2
443514,-122.418274172,37.7870372043,0,0,1,0,0
443592,-122.41592985,37.7604330004,1,1,0,1,2
443848,-122.417664997,37.7562905437,1,1,0,1,2
444045,-122.418272166,37.7619029613,1,1,0,1,2
444125,-122.420120319,37.7877570602,0,0,1,0,0
444136,-122.419039119,37.7907880214,0,0,1,0,0
444157,-122.416230393,37.7636337703,1,1,0,1,2
444159,-122.396920776,37.7857918163,0,0,1,3,3
444297,-122.416075285,37.7844496613,0,0,1,0,0
444679,-122.415155941,37.7636979309,1,1,0,1,2
444857,-122.41638971,37.7652491154,1,1,0,1,2
445073,-122.418090767,37.7861007452,0,0,1,0,0
445235,-122.41638971,37.7652491154,1,1,0,1,2
445270,-122.418274172,37.7870372044,0,0,1,0,0
445298,-122.421056878,37.7923840814,0,0,1,0,0
445341,-122.418467748,37.787965257,0,0,1,0,0
445693,-122.415308389,37.7653161356,1,1,0,1,2
445832,-122.416075285,37.7844496613,0,0,1,0,0
445843,-122.41638971,37.7652491154,1,1,0,1,2
445924,-122.413591696,37.7638222259,1,1,0,1,2
445926,-122.417964484,37.7586968166,1,1,0,1,2
445945,-122.416078424,37.7620347867,1,1,0,1,2
445967,-122.420874632,37.7914943052,0,0,1,0,0
446057,-122.418090767,37.7861007452,0,0,1,0,0
446251,-122.415000537,37.7620990021,1,1,0,1,2
446291,-122.412297249,37.760401075,1,1,0,1,2
446364,-122.419039119,37.7907880214,0,0,1,0,0
446386,-122.416230393,37.7636337703,1,1,0,1,2
446546,-122.410699658,37.7869881885,0,0,1,3,3
446664,-122.416872884,37.7587640201,1,1,0,1,2
446867,-122.418658295,37.7889098399,0,0,1,0,0
446900,-122.414845139,37.7605000726,1,1,0,1,2
447047,-122.418274172,37.7870372044,0,0,1,0,0
447248,-122.419039119,37.7907880214,0,0,1,0,0
447313,-122.418658295,37.7889098399,0,0,1,0,0
447325,-122.418368839,37.7874861572,0,0,1,0,0
447513,-122.416220196,37.762815158,1,1,0,1,2
447589,-122.417710345,37.7842362878,0,0,1,0,0
447637,-122.41592985,37.7604330004,1,1,0,1,2
447649,-122.41638971,37.7652491154,1,1,0,1,2
447936,-122.418658295,37.7889098399,0,0,1,0,0
447997,-122.416075285,37.7844496613,0,0,1,0,0
448136,-122.420691681,37.7905770711,0,0,1,0,0
448331,-122.418090767,37.7861007452,0,0,1,0,0
448377,-122.418274172,37.7870372044,0,0,1,0,0
448479,-122.416230393,37.7636337703,1,1,0,1,2
448640,-122.41638971,37.7652491154,1,1,0,1,2
448708,-122.416075285,37.7844496613,0,0,1,0,0
448755,-122.41638971,37.7652491154,1,1,0,1,2
448923,-122.413107623,37.765448018,1,1,0,1,2
448956,-122.416078424,37.7620347867,1,1,0,1,2
449042,-122.415000537,37.7620990021,1,1,0,1,2
449077,-122.416230393,37.7636337703,1,1,0,1,2
449300,-122.404627928,37.7652945971,1,1,0,1,2
449460,-122.419039119,37.7907880214,0,0,1,0,0
449527,-122.41592985,37.7604330004,1,1,0,1,2
449747,-122.416075285,37.7844496613,0,0,1,0,0
449785,-122.483704424,37.7576049188,1,2,3,2,4
449843,-122.416230393,37.7636337703,1,1,0,1,2
450212,-122.415308389,37.7653161356,1,1,0,1,2
450229,-122.418274172,37.7870372043,0,0,1,0,0
450315,-122.417964484,37.7586968166,1,1,0,1,2
450418,-122.420691681,37.7905770711,0,0,1,0,0
450495,-122.420307356,37.7886989512,0,0,1,0,0
450668,-122.412928955,37.7896868266,0,0,1,0,0
450718,-122.41718521,37.7627583408,1,1,0,1,2
451028,-122.416075285,37.7844496613,0,0,1,0,0
451060,-122.417964484,37.7586968166,1,1,0,1,2
451335,-122.416230393,37.7636337703,1,1,0,1,2
451429,-122.416075285,37.7844496613,0,0,1,0,0
451476,-122.406311571,37.7626088118,1,1,0,1,2
451695,-122.421921286,37.7892209019,0,0,1,0,0
451728,-122.415155941,37.7636979309,1,1,0,1,2
451933,-122.422695629,37.7921733285,0,0,1,0,0
451995,-122.413107623,37.765448018,1,1,0,1,2
452195,-122.416261837,37.7853750846,0,0,1,0,0
452212,-122.416075285,37.7844496613,0,0,1,0,0
452253,-122.416872884,37.7587640201,1,1,0,1,2
452273,-122.41592985,37.7604330004,1,1,0,1,2
452283,-122.417964484,37.7586968166,1,1,0,1,2
452351,-122.411332885,37.7642516852,1,1,0,1,2
