,X,Y,KMean2,KMean3,KMean4,KMean5,KMean6
1646995,-122.419039119,37.7907880214,0,0,1,0,0
1647224,-122.41638971,37.7652491154,1,1,0,1,2
1647416,-122.411090795,37.7617009782,1,1,0,1,2
1647435,-122.417964484,37.7586968166,1,1,0,1,2
1647691,-122.419276868,37.7485648057,1,1,0,1,2
1647785,-122.416230393,37.7636337703,1,1,0,1,2
1647941,-122.416075285,37.7844496613,0,0,1,0,0
1648526,-122.413107623,37.765448018,1,1,0,1,2
1648846,-122.417346825,37.7514859649,1,1,0,1,2
1648891,-122.418844748,37.7898297669,0,0,1,0,0
1648911,-122.416261837,37.7853750846,0,0,1,0,0
1649055,-122.418274172,37.7870372044,0,0,1,0,0
1649063,-122.416075285,37.7844496613,0,0,1,0,0
1649195,-122.415921585,37.7596123169,1,1,0,1,2
1649199,-122.41638971,37.7652491154,1,1,0,1,2
1649290,-122.418368839,37.7874861572,0,0,1,0,0
1649315,-122.498034442,37.7542031661,1,2,3,2,4
1649364,-122.416230393,37.7636337703,1,1,0,1,2
1649434,-122.416872884,37.7587640201,1,1,0,1,2
1649766,-122.415308389,37.7653161356,1,1,0,1,2
1649838,-122.415155941,37.7636979309,1,1,0,1,2
1649841,-122.416230393,37.7636337703,1,1,0,1,2
1649925,-122.417209639,37.7900459017,0,0,1,0,0
1650016,-122.416720982,37.7571677817,1,1,0,1,2
1650027,-122.416230393,37.7636337703,1,1,0,1,2
1650139,-122.418274172,37.7870372044,0,0,1,0,0
1650485,-122.418467748,37.787965257,0,0,1,0,0
1650504,-122.416075285,37.7844496613,0,0,1,0,0
1650660,-122.417903978,37.7851670876,0,0,1,0,0
1650732,-122.418368839,37.7874861572,0,0,1,0,0
1650764,-122.414845139,37.7605000726,1,1,0,1,2
1650822,-122.41638971,37.7652491154,1,1,0,1,2
1650894,-122.416261837,37.7853750846,0,0,1,0,0
1650991,-122.420021471,37.7872807076,0,0,1,0,0
1651009,-122.418274172,37.7870372044,0,0,1,0,0
1651120,-122.418274172,37.7870372044,0,0,1,0,0
1651143,-122.420874632,37.7914943052,0,0,1,0,0
1651170,-122.417323189,37.7627500213,1,1,0,1,2
1651178,-122.416075285,37.7844496613,0,0,1,0,0
1651323,-122.420120319,37.7877570602,0,0,1,0,0
1651427,-122.418368839,37.7874861572,0,0,1,0,0
1651505,-122.414845139,37.7605000726,1,1,0,1,2
1651533,-122.418274172,37.7870372043,0,0,1,0,0
1651557,-122.416261837,37.7853750846,0,0,1,0,0
1651582,-122.419366295,37.7840280452,0,0,1,0,0
1651606,-122.416230393,37.7636337703,1,1,0,1,2
1652000,-122.418368839,37.7874861572,0,0,1,0,0
1652005,-122.41638971,37.7652491154,1,1,0,1,2
1652200,-122.420874632,37.7914943052,0,0,1,0,0
1652248,-122.415000537,37.7620990021,1,1,0,1,2
1652292,-122.420307356,37.7886989511,0,0,1,0,0
1652416,-122.417903978,37.7851670876,0,0,1,0,0
1652692,-122.416230393,37.7636337703,1,1,0,1,2
1652766,-122.414845139,37.7605000726,1,1,0,1,2
1652778,-122.504756154,37.7356169339,1,2,3,2,4
1652786,-122.420592674,37.7858416241,0,0,1,0,0
1652797,-122.417180449,37.7619674218,1,1,0,1,2
1652907,-122.418274172,37.7870372044,0,0,1,0,0
1652934,-122.416720982,37.7571677817,1,1,0,1,2
1652949,-122.413282269,37.7441510455,1,1,0,1,2
1652996,-122.416075285,37.7844496613,0,0,1,0,0
1653010,-122.415781282,37.7588312135,1,1,0,1,2
1653259,-122.418368839,37.7874861572,0,0,1,0,0
1653351,-122.418486297,37.7634954373,1,1,0,1,2
1653355,-122.403404791,37.7754207067,0,0,1,3,3
1653367,-122.41592985,37.7604330004,1,1,0,1,2
1653411,-122.418467748,37.787965257,0,0,1,0,0
1653728,-122.416230393,37.7636337703,1,1,0,1,2
1653769,-122.417964484,37.7586968166,1,1,0,1,2
1653831,-122.412051228,37.7616441977,1,1,0,1,2
1653849,-122.41638971,37.7652491154,1,1,0,1,2
1653953,-122.418368839,37.7874861572,0,0,1,0,0
1654110,-122.413107623,37.765448018,1,1,0,1,2
1654334,-122.40517368,37.7905601433,0,0,1,3,3
1654360,-122.416075285,37.7844496613,0,0,1,0,0
1654399,-122.41592985,37.7604330004,1,1,0,1,2
1654593,-122.416075285,37.7844496613,0,0,1,0,0
1654634,-122.416075285,37.7844496613,0,0,1,0,0
1654698,-122.421935077,37.7661343875,1,1,0,1,2
1655011,-122.421949488,37.7884881521,0,0,1,0,0
1655045,-122.418658295,37.7889098399,0,0,1,0,0
1655133,-122.433843066,37.7889062434,0,0,1,0,0
1655164,-122.415783593,37.759620426,1,1,0,1,2
1655175,-122.415000537,37.7620990021,1,1,0,1,2
1655332,-122.477445303,37.7449003145,1,2,3,2,4
1655530,-122.416075285,37.7844496613,0,0,1,0,0
1655659,-122.41664237,37.7872450378,0,0,1,0,0
1655897,-122.416075285,37.7844496613,0,0,1,0,0
1655936,-122.419404207,37.7925922911,0,0,1,0,0
1656161,-122.415921585,37.7596123169,1,1,0,1,2
1656197,-122.413282269,37.7441510455,1,1,0,1,2
1656245,-122.418368839,37.7874861572,0,0,1,0,0
1656271,-122.415155941,37.7636979309,1,1,0,1,2
1656477,-122.415000537,37.7620990021,1,1,0,1,2
1656489,-122.419295456,37.787805224,0,0,1,0,0
1656578,-122.418467748,37.787965257,0,0,1,0,0
1656972,-122.431369772,37.7853730435,0,0,1,0,0
1657039,-122.418274172,37.7870372043,0,0,1,0,0
1657101,-122.414845139,37.7605000726,1,1,0,1,2
1657113,-122.417964484,37.7586968166,1,1,0,1,2
1657118,-122.418368839,37.7874861572,0,0,1,0,0
1657184,-122.41638971,37.7652491154,1,1,0,1,2
1657209,-122.420691681,37.7905770711,0,0,1,0,0
1657312,-122.42761331,37.7834643058,0,0,1,0,0
1657378,-122.416075285,37.7844496613,0,0,1,0,0
1657432,-122.41638971,37.7652491154,1,1,0,1,2
1657434,-122.41638971,37.7652491154,1,1,0,1,2
1657521,-122.414845139,37.7605000726,1,1,0,1,2
1657643,-122.41592985,37.7604330004,1,1,0,1,2
1657713,-122.416075285,37.7844496613,0,0,1,0,0
1657768,-122.419039119,37.7907880214,0,0,1,0,0
1658145,-122.420120319,37.7877570602,0,0,1,0,0
1658186,-122.420691681,37.7905770711,0,0,1,0,0
1658236,-122.422139511,37.7894107633,0,0,1,0,0
1658255,-122.423340547,37.7962454397,0,0,1,0,0
1658303,-122.498034442,37.7542031661,1,2,3,2,4
1658470,-122.412772767,37.7655230695,1,1,0,1,2
1658600,-122.41592985,37.7604330004,1,1,0,1,2
1658875,-122.416230393,37.7636337703,1,1,0,1,2
1659019,-122.416075285,37.7844496613,0,0,1,0,0
1659057,-122.408293238,37.7637660004,1,1,0,1,2
1659138,-122.415783593,37.759620426,1,1,0,1,2
1659285,-122.416569016,37.7555687969,1,1,0,1,2
1659303,-122.418274172,37.7870372043,0,0,1,0,0
1659426,-122.418274172,37.7870372043,0,0,1,0,0
1659615,-122.417028392,37.7603656932,1,1,0,1,2
1659619,-122.41664237,37.7872450378,0,0,1,0,0
1659988,-122.418124262,37.7610901241,1,1,0,1,2
1660024,-122.420691681,37.7905770711,0,0,1,0,0
1660186,-122.416863556,37.7579459515,1,1,0,1,2
1660248,-122.41592985,37.7604330004,1,1,0,1,2
1660629,-122.423340547,37.7962454397,0,0,1,0,0
1660683,-122.416230393,37.7636337703,1,1,0,1,2
1660818,-122.416075285,37.7844496613,0,0,1,0,0
1661078,-122.416261837,37.7853750846,0,0,1,0,0
1661131,-122.416230393,37.7636337703,1,1,0,1,2
1661420,-122.420497289,37.7896188193,0,0,1,0,0
1661550,-122.416916142,37.7843944492,0,0,1,0,0
1661953,-122.41592985,37.7604330004,1,1,0,1,2
1662106,-122.41664237,37.7872450378,0,0,1,0,0
1662121,-122.416261837,37.7853750846,0,0,1,0,0
1662264,-122.419834939,37.7863580363,0,0,1,0,0
1662302,-122.416261837,37.7853750846,0,0,1,0,0
1662425,-122.420497289,37.7896188193,0,0,1,0,0
1662463,-122.416261837,37.7853750846,0,0,1,0,0
1662580,-122.416078424,37.7620347867,1,1,0,1,2
1662651,-122.42153486,37.7905261965,0,0,1,0,0
1662738,-122.417332583,37.7635718956,1,1,0,1,2
1662741,-122.418108926,37.7594801326,1,1,0,1,2
1662847,-122.418467748,37.787965257,0,0,1,0,0
1662890,-122.41638971,37.7652491154,1,1,0,1,2
1662918,-122.422139511,37.7894107633,0,0,1,0,0
1662938,-122.415000537,37.7620990021,1,1,0,1,2
1662963,-122.447125046,37.7210305914,1,2,2,4,1
1663070,-122.418090767,37.7861007452,0,0,1,0,0
1663205,-122.41664237,37.7872450378,0,0,1,0,0
1663312,-122.420691681,37.7905770711,0,0,1,0,0
1663527,-122.417964484,37.7586968166,1,1,0,1,2
1663743,-122.418467748,37.787965257,0,0,1,0,0
1663833,-122.416075285,37.7844496613,0,0,1,0,0
1663849,-122.413756898,37.7605644452,1,1,0,1,2
1663955,-122.417955822,37.7578801214,1,1,0,1,2
1664012,-122.413107623,37.765448018,1,1,0,1,2
1664423,-122.418274172,37.7870372043,0,0,1,0,0
1664599,-122.417209639,37.7900459017,0,0,1,0,0
1664612,-122.414845139,37.7605000726,1,1,0,1,2
1664652,-122.417964484,37.7586968166,1,1,0,1,2
1664786,-122.420874632,37.7914943052,0,0,1,0,0
1664865,-122.418274172,37.7870372044,0,0,1,0,0
1665131,-122.418486297,37.7634954373,1,1,0,1,2
1665491,-122.416230393,37.7636337703,1,1,0,1,2
1665669,-122.416075285,37.7844496613,0,0,1,0,0
1665705,-122.423544081,37.792122237,0,0,1,0,0
1665891,-122.416075285,37.7844496613,0,0,1,0,0
1666068,-122.423340547,37.7962454397,0,0,1,0,0
1666339,-122.419366295,37.7840280452,0,0,1,0,0
1666348,-122.412301187,37.7635382941,1,1,0,1,2
1666492,-122.416075285,37.7844496613,0,0,1,0,0
1666664,-122.418658295,37.7889098399,0,0,1,0,0
1666921,-122.404828019,37.7897596938,0,0,1,3,3
1667308,-122.418090767,37.7861007452,0,0,1,0,0
1667473,-122.417028392,37.7603656932,1,1,0,1,2
1667534,-122.416230393,37.7636337703,1,1,0,1,2
1667555,-122.418486297,37.7634954373,1,1,0,1,2
1667557,-122.418658295,37.7889098399,0,0,1,0,0
1667562,-122.419052694,37.7586324052,1,1,0,1,2
1667631,-122.416230393,37.7636337703,1,1,0,1,2
1667640,-122.416075285,37.7844496613,0,0,1,0,0
1667701,-122.420120319,37.7877570602,0,0,1,0,0
1667854,-122.422695629,37.7921733285,0,0,1,0,0
1667877,-122.420497289,37.7896188193,0,0,1,0,0
1668099,-122.416230393,37.7636337703,1,1,0,1,2
1668191,-122.41592985,37.7604330004,1,1,0,1,2
1668232,-122.406539115,37.7564864109,1,1,0,1,2
1668389,-122.420120319,37.7877570602,0,0,1,0,0
1668433,-122.41638971,37.7652491154,1,1,0,1,2
1668528,-122.416075285,37.7844496613,0,0,1,0,0
1668536,-122.415000537,37.7620990021,1,1,0,1,2
1668539,-122.418467748,37.787965257,0,0,1,0,0
1668676,-122.416261837,37.7853750846,0,0,1,0,0
1668785,-122.403404791,37.7754207067,0,0,1,3,3
1668803,-122.415132425,37.7641898631,1,1,0,1,2
1668938,-122.418274172,37.7870372044,0,0,1,0,0
1669064,-122.419930112,37.7868262082,0,0,1,0,0
1669184,-122.416230393,37.7636337703,1,1,0,1,2
1669282,-122.478325616,37.7644357772,1,2,3,2,4
1669398,-122.425403533,37.8013130714,0,0,1,0,0
1669548,-122.418274172,37.7870372044,0,0,1,0,0
1669733,-122.418274172,37.7870372044,0,0,1,0,0
1669946,-122.419074755,37.766718983,1,1,0,1,2
1669987,-122.413591696,37.7638222259,1,1,0,1,2
1669999,-122.415155941,37.7636979309,1,1,0,1,2
1670055,-122.416078424,37.7620347867,1,1,0,1,2
1670097,-122.418368839,37.7874861572,0,0,1,0,0
1670137,-122.415000537,37.7620990021,1,1,0,1,2
1670315,-122.418274172,37.7870372043,0,0,1,0,0
1670378,-122.41592985,37.7604330004,1,1,0,1,2
1670413,-122.414845139,37.7605000726,1,1,0,1,2
1670707,-122.418658295,37.7889098399,0,0,1,0,0
1670812,-122.396534293,37.7918058846,0,0,1,3,3
1671010,-122.436863338,37.799619969,0,0,1,0,0
1671178,-122.416710634,37.7563479681,1,1,0,1,2
1671254,-122.418368839,37.7874861572,0,0,1,0,0
1671277,-122.417180449,37.7619674218,1,1,0,1,2
1671494,-122.419623544,37.760265223,1,1,0,1,2
1671528,-122.417964484,37.7586968166,1,1,0,1,2
1671578,-122.415781282,37.7588312135,1,1,0,1,2
1671715,-122.417955822,37.7578801214,1,1,0,1,2
1671868,-122.418274172,37.7870372044,0,0,1,0,0
1671883,-122.418467748,37.787965257,0,0,1,0,0
1672043,-122.416261837,37.7853750846,0,0,1,0,0
1672152,-122.41592985,37.7604330004,1,1,0,1,2
1672211,-122.418467748,37.787965257,0,0,1,0,0
1672217,-122.415000537,37.7620990021,1,1,0,1,2
1672377,-122.420497289,37.7896188193,0,0,1,0,0
1672381,-122.418368839,37.7874861572,0,0,1,0,0
1672584,-122.403414326,37.7525240203,1,1,0,1,2
1672640,-122.415000537,37.7620990021,1,1,0,1,2
1672682,-122.41718521,37.7627583408,1,1,0,1,2
1672684,-122.416230393,37.7636337703,1,1,0,1,2
1672802,-122.41592985,37.7604330004,1,1,0,1,2
1672836,-122.419058868,37.7594227506,1,1,0,1,2
1672866,-122.418274172,37.7870372044,0,0,1,0,0
1672969,-122.413107623,37.765448018,1,1,0,1,2
1673012,-122.420691681,37.7905770711,0,0,1,0,0
1673096,-122.415308389,37.7653161356,1,1,0,1,2
1673123,-122.416075285,37.7844496613,0,0,1,0,0
1673188,-122.420874632,37.7914943052,0,0,1,0,0
1673324,-122.416230393,37.7636337703,1,1,0,1,2
1673437,-122.420874632,37.7914943052,0,0,1,0,0
1673483,-122.41095589,37.7610563282,1,1,0,1,2
1673495,-122.416075285,37.7844496613,0,0,1,0,0
1673502,-122.419039119,37.7907880214,0,0,1,0,0
1673543,-122.416230393,37.7636337703,1,1,0,1,2
1673684,-122.416230393,37.7636337703,1,1,0,1,2
1673748,-122.418272166,37.7619029613,1,1,0,1,2
1673763,-122.416230393,37.7636337703,1,1,0,1,2
1673791,-122.416569016,37.7555687969,1,1,0,1,2
1673808,-122.416872884,37.7587640201,1,1,0,1,2
1674024,-122.41592985,37.7604330004,1,1,0,1,2
1674055,-122.41592985,37.7604330004,1,1,0,1,2
1674286,-122.419183096,37.7830998245,0,0,1,0,0
1674523,-122.416075285,37.7844496613,0,0,1,0,0
1674630,-122.417964484,37.7586968166,1,1,0,1,2
1674656,-122.418467748,37.787965257,0,0,1,0,0
1674715,-122.418368839,37.7874861572,0,0,1,0,0
1674788,-122.416230393,37.7636337703,1,1,0,1,2
1674983,-122.41638971,37.7652491154,1,1,0,1,2
1674987,-122.418467748,37.787965257,0,0,1,0,0
1675045,-122.419039119,37.7907880214,0,0,1,0,0
1675206,-122.42206273,37.7899200015,0,0,1,0,0
1675293,-122.415000537,37.7620990021,1,1,0,1,2
1675317,-122.414033253,37.7621586646,1,1,0,1,2
1675948,-122.415921585,37.7596123169,1,1,0,1,2
1675995,-122.416075285,37.7844496613,0,0,1,0,0
1676063,-122.413591696,37.7638222259,1,1,0,1,2
1676181,-122.420231591,37.787980962,0,0,1,0,0
1676248,-122.418658295,37.7889098399,0,0,1,0,0
1676351,-122.41638971,37.7652491154,1,1,0,1,2
1676382,-122.413591696,37.7638222259,1,1,0,1,2
1676540,-122.418219834,37.7908244664,0,0,1,0,0
1676563,-122.416075285,37.7844496613,0,0,1,0,0
1676602,-122.417273345,37.7861493948,0,0,1,0,0
1676627,-122.417019321,37.7891095539,0,0,1,0,0
1676949,-122.417964484,37.7586968166,1,1,0,1,2
1677051,-122.416452066,37.7863086886,0,0,1,0,0
1677055,-122.417812559,37.7571005796,1,1,0,1,2
1677123,-122.42206273,37.7899200015,0,0,1,0,0
1677292,-122.391269033,37.7398531386,1,1,0,1,5
1677446,-122.417903978,37.7851670875,0,0,1,0,0
1677530,-122.415770264,37.7580118295,1,1,0,1,2
1677619,-122.437424299,37.7982776199,0,0,1,0,0
1677637,-122.416230393,37.7636337703,1,1,0,1,2
1677838,-122.420874632,37.7914943052,0,0,1,0,0
1677885,-122.411328369,37.785996305,0,0,1,3,3
1678102,-122.41592985,37.7604330004,1,1,0,1,2
1678158,-122.410699658,37.7869881885,0,0,1,3,3
1678215,-122.41638971,37.7652491154,1,1,0,1,2
1678224,-122.42153486,37.7905261965,0,0,1,0,0
1678376,-122.416452066,37.7863086886,0,0,1,0,0
1678443,-122.418844748,37.7898297669,0,0,1,0,0
1678610,-122.416075285,37.7844496613,0,0,1,0,0
1678702,-122.418368839,37.7874861572,0,0,1,0,0
1678825,-122.420497289,37.7896188192,0,0,1,0,0
1678918,-122.416916142,37.7843944492,0,0,1,0,0
1679004,-122.417964484,37.7586968166,1,1,0,1,2
1679026,-122.405461061,37.7607155819,1,1,0,1,2
1679157,-122.40181724,37.788440504,0,0,1,3,3
1679264,-122.416230393,37.7636337703,1,1,0,1,2
1679320,-122.41638971,37.7652491154,1,1,0,1,2
1679382,-122.418368839,37.7874861572,0,0,1,0,0
1679502,-122.41739283,37.7909741244,0,0,1,0,0
1679694,-122.41739283,37.7909741243,0,0,1,0,0
1679783,-122.418368839,37.7874861572,0,0,1,0,0
1679825,-122.418274172,37.7870372043,0,0,1,0,0
1679832,-122.416075285,37.7844496613,0,0,1,0,0
1679837,-122.41592985,37.7604330004,1,1,0,1,2
1679982,-122.408648588,37.7849124714,0,0,1,3,3
1679991,-122.420691681,37.7905770711,0,0,1,0,0
1680166,-122.420874632,37.7914943052,0,0,1,0,0
1680172,-122.478325616,37.7644357772,1,2,3,2,4
1680196,-122.41592985,37.7604330004,1,1,0,1,2
1680223,-122.420691681,37.7905770711,0,0,1,0,0
1680273,-122.420874632,37.7914943052,0,0,1,0,0
1680351,-122.419930112,37.7868262082,0,0,1,0,0
1680871,-122.417903978,37.7851670876,0,0,1,0,0
1680945,-122.416230393,37.7636337703,1,1,0,1,2
1681038,-122.422695629,37.7921733285,0,0,1,0,0
1681104,-122.41592985,37.7604330004,1,1,0,1,2
1681176,-122.418274172,37.7870372044,0,0,1,0,0
1681542,-122.41592985,37.7604330004,1,1,0,1,2
1681586,-122.416452066,37.7863086886,0,0,1,0,0
1681686,-122.416452066,37.7863086886,0,0,1,0,0
1681919,-122.418467748,37.787965257,0,0,1,0,0
1681921,-122.418467748,37.787965257,0,0,1,0,0
1681982,-122.41592985,37.7604330004,1,1,0,1,2
1681997,-122.420120319,37.7877570602,0,0,1,0,0
1682008,-122.418963082,37.7584203037,1,1,0,1,2
1682113,-122.415921585,37.7596123169,1,1,0,1,2
1682226,-122.416725586,37.7579542741,1,1,0,1,2
1682735,-122.416230393,37.7636337703,1,1,0,1,2
1682942,-122.416075285,37.7844496613,0,0,1,0,0
1683043,-122.415000537,37.7620990021,1,1,0,1,2
1683065,-122.391611228,37.7395665147,1,1,0,1,5
1683135,-122.422139511,37.7894107633,0,0,1,0,0
1683217,-122.463079076,37.7254765726,1,2,2,4,1
1683395,-122.418486297,37.7634954373,1,1,0,1,2
1683519,-122.418368839,37.7874861572,0,0,1,0,0
1683561,-122.417016664,37.7595460925,1,1,0,1,2
1683580,-122.420191295,37.7838703921,0,0,1,0,0
1683687,-122.418467748,37.787965257,0,0,1,0,0
1683837,-122.417964484,37.7586968166,1,1,0,1,2
1683872,-122.418272166,37.7619029613,1,1,0,1,2
1684109,-122.415000537,37.7620990021,1,1,0,1,2
1684130,-122.41592985,37.7604330004,1,1,0,1,2
1684142,-122.417488324,37.765181804,1,1,0,1,2
1684217,-122.418368839,37.7874861572,0,0,1,0,0
1684335,-122.423340547,37.7962454397,0,0,1,0,0
1684399,-122.41592985,37.7604330004,1,1,0,1,2
1684401,-122.415000537,37.7620990021,1,1,0,1,2
1684564,-122.419039119,37.7907880214,0,0,1,0,0
1684704,-122.417964484,37.7586968166,1,1,0,1,2
1684998,-122.418274172,37.7870372044,0,0,1,0,0
1685000,-122.417964484,37.7586968166,1,1,0,1,2
1685077,-122.414371006,37.7637969013,1,1,0,1,2
1685131,-122.416230393,37.7636337703,1,1,0,1,2
1685241,-122.423340547,37.7962454397,0,0,1,0,0
1685295,-122.470190416,37.7808757917,0,2,3,2,4
1685427,-122.41638971,37.7652491154,1,1,0,1,2
1685445,-122.418820542,37.7619234801,1,1,0,1,2
1685779,-122.415921585,37.7596123169,1,1,0,1,2
1685809,-122.41638971,37.7652491154,1,1,0,1,2
1685978,-122.417903978,37.7851670875,0,0,1,0,0
1686122,-122.416872884,37.7587640201,1,1,0,1,2
1686163,-122.416075285,37.7844496613,0,0,1,0,0
1686371,-122.418274172,37.7870372044,0,0,1,0,0
1686500,-122.417817853,37.7578884408,1,1,0,1,2
1686577,-122.420874632,37.7914943052,0,0,1,0,0
1686583,-122.41592985,37.7604330004,1,1,0,1,2
1687002,-122.423785185,37.7892026281,0,0,1,0,0
1687166,-122.418368839,37.7874861572,0,0,1,0,0
1687277,-122.415155941,37.7636979309,1,1,0,1,2
1687299,-122.414845139,37.7605000726,1,1,0,1,2
1687318,-122.417664997,37.7562905437,1,1,0,1,2
1687372,-122.417016664,37.7595460925,1,1,0,1,2
1687439,-122.416472035,37.7603453746,1,1,0,1,2
1687455,-122.417019321,37.7891095539,0,0,1,0,0
1687572,-122.403042464,37.7588363483,1,1,0,1,2
1687651,-122.417964484,37.7586968166,1,1,0,1,2
1687821,-122.416075285,37.7844496613,0,0,1,0,0
1688093,-122.416569016,37.7555687969,1,1,0,1,2
1688098,-122.422695629,37.7921733285,0,0,1,0,0
1688218,-122.41592985,37.7604330004,1,1,0,1,2
1688248,-122.416230393,37.7636337703,1,1,0,1,2
1688391,-122.416261837,37.7853750846,0,0,1,0,0
1688392,-122.415617252,37.756413769,1,1,0,1,2
1688397,-122.418844748,37.789829767,0,0,1,0,0
1688513,-122.416230393,37.7636337703,1,1,0,1,2
1688620,-122.418844748,37.789829767,0,0,1,0,0
1688639,-122.41638971,37.7652491154,1,1,0,1,2
1688659,-122.414845139,37.7605000726,1,1,0,1,2
1688718,-122.41592985,37.7604330004,1,1,0,1,2
1688723,-122.416261837,37.7853750846,0,0,1,0,0
1688789,-122.416230393,37.7636337703,1,1,0,1,2
1688820,-122.420497289,37.7896188193,0,0,1,0,0
1688834,-122.41592985,37.7604330004,1,1,0,1,2
1688872,-122.418701003,37.7651098786,1,1,0,1,2
1688930,-122.417964484,37.7586968166,1,1,0,1,2
1689065,-122.420691681,37.7905770711,0,0,1,0,0
1689087,-122.417180449,37.7619674218,1,1,0,1,2
1689107,-122.422139511,37.7894107633,0,0,1,0,0
1689131,-122.41514433,37.7628783836,1,1,0,1,2
1689162,-122.417964484,37.7586968166,1,1,0,1,2
1690299,-122.417964484,37.7586968166,1,1,0,1,2
1690657,-122.418368839,37.7874861572,0,0,1,0,0
1690704,-122.419159191,37.7833430636,0,0,1,0,0
1691166,-122.416075285,37.7844496613,0,0,1,0,0
1691250,-122.415000537,37.7620990021,1,1,0,1,2
1691395,-122.417332583,37.7635718956,1,1,0,1,2
1691636,-122.416075285,37.7844496613,0,0,1,0,0
1691897,-122.416230393,37.7636337703,1,1,0,1,2
1691943,-122.418274172,37.7870372044,0,0,1,0,0
1691962,-122.415000537,37.7620990021,1,1,0,1,2
1692218,-122.418368839,37.7874861572,0,0,1,0,0
1692273,-122.41592985,37.7604330004,1,1,0,1,2
1692277,-122.415000537,37.7620990021,1,1,0,1,2
1692387,-122.420691681,37.7905770711,0,0,1,0,0
1692822,-122.420021471,37.7872807076,0,0,1,0,0
1692841,-122.417566721,37.760279276,1,1,0,1,2
1693004,-122.414845139,37.7605000726,1,1,0,1,2
1693173,-122.426668236,37.7869250593,0,0,1,0,0
1693312,-122.418368839,37.7874861572,0,0,1,0,0
1693375,-122.418272166,37.7619029613,1,1,0,1,2
1693438,-122.420874632,37.7914943052,0,0,1,0,0
1693503,-122.418467748,37.787965257,0,0,1,0,0
1693772,-122.418467748,37.787965257,0,0,1,0,0
1693830,-122.417488324,37.765181804,1,1,0,1,2
1693859,-122.415781282,37.7588312135,1,1,0,1,2
1693924,-122.416075285,37.7844496613,0,0,1,0,0
1693989,-122.417964484,37.7586968166,1,1,0,1,2
1694118,-122.421797245,37.7681088833,1,1,0,1,2
1694145,-122.418467748,37.787965257,0,0,1,0,0
1694334,-122.416075285,37.7844496613,0,0,1,0,0
1694353,-122.425008402,37.7910301301,0,0,1,0,0
1694357,-122.413591696,37.7638222259,1,1,0,1,2
1694455,-122.416078424,37.7620347867,1,1,0,1,2
1694495,-122.416075285,37.7844496613,0,0,1,0,0
1694500,-122.416075285,37.7844496613,0,0,1,0,0
1694518,-122.417903978,37.7851670876,0,0,1,0,0
1694661,-122.418274172,37.7870372044,0,0,1,0,0
1694701,-122.416230393,37.7636337703,1,1,0,1,2
1694732,-122.41592985,37.7604330004,1,1,0,1,2
1694820,-122.413591696,37.7638222259,1,1,0,1,2
1694836,-122.418274172,37.7870372044,0,0,1,0,0
1694881,-122.418274172,37.7870372043,0,0,1,0,0
1694907,-122.417710345,37.7842362878,0,0,1,0,0
1694938,-122.418467748,37.787965257,0,0,1,0,0
1694975,-122.416230393,37.7636337703,1,1,0,1,2
1695045,-122.417028392,37.7603656932,1,1,0,1,2
1695128,-122.418368839,37.7874861572,0,0,1,0,0
1695193,-122.41592985,37.7604330004,1,1,0,1,2
1695825,-122.416078424,37.7620347867,1,1,0,1,2
1696040,-122.41638971,37.7652491154,1,1,0,1,2
1696196,-122.418467748,37.787965257,0,0,1,0,0
1696315,-122.415632296,37.7580201625,1,1,0,1,2
1696516,-122.41592985,37.7604330004,1,1,0,1,2
1696584,-122.415000537,37.7620990021,1,1,0,1,2
1696656,-122.41592985,37.7604330004,1,1,0,1,2
1696667,-122.41592985,37.7604330004,1,1,0,1,2
1696685,-122.416569016,37.7555687969,1,1,0,1,2
1696760,-122.412857127,37.7855804362,0,0,1,0,0
1696771,-122.422330464,37.7903690689,0,0,1,0,0
1696776,-122.418368839,37.7874861572,0,0,1,0,0
1696919,-122.416075285,37.7844496613,0,0,1,0,0
1696949,-122.415155941,37.7636979309,1,1,0,1,2
1696998,-122.416261837,37.7853750846,0,0,1,0,0
1697091,-122.416075285,37.7844496613,0,0,1,0,0
1697648,-122.492068017,37.7143615499,1,2,2,4,1
1697655,-122.417413347,37.7586764833,1,1,0,1,2
1697666,-122.41592985,37.7604330004,1,1,0,1,2
1697705,-122.41592985,37.7604330004,1,1,0,1,2
1697759,-122.416075285,37.7844496613,0,0,1,0,0
1697951,-122.418701003,37.7651098786,1,1,0,1,2
1697974,-122.417903978,37.7851670875,0,0,1,0,0
1697984,-122.420874632,37.7914943052,0,0,1,0,0
1698008,-122.416230393,37.7636337703,1,1,0,1,2
1698165,-122.416261837,37.7853750846,0,0,1,0,0
1698308,-122.418274172,37.7870372043,0,0,1,0,0
1698413,-122.41664237,37.7872450378,0,0,1,0,0
1698477,-122.416452066,37.7863086886,0,0,1,0,0
1698479,-122.41763416,37.7870631862,0,0,1,0,0
1698489,-122.416230393,37.7636337703,1,1,0,1,2
1698518,-122.420691681,37.7905770711,0,0,1,0,0
1698800,-122.408648589,37.7849124714,0,0,1,3,3
1698848,-122.415155941,37.7636979309,1,1,0,1,2
1698924,-122.42357293,37.7885214703,0,0,1,0,0
1699388,-122.497355386,37.7598478388,1,2,3,2,4
1699432,-122.420691681,37.7905770711,0,0,1,0,0
1699493,-122.417903978,37.7851670876,0,0,1,0,0
1699494,-122.418415888,37.7626869632,1,1,0,1,2
